item_id,day_index,actual_sales,median_q50,conformal_lower_q10,conformal_upper_q90,recommended_order_qty,interval_width,relative_risk,risk_level,primary_risk_driver,recommended_actions,Demand Trend,Demand Volatility,Seasonality & Events,Data Reliability,Unmapped / Other,risk_driver_demand_volatility,risk_driver_seasonality_and_events,risk_driver_data_reliability
HOUSEHOLD_2_044_CA_1_validation,1897,3,3.01,0.36,5.79,6.0,5.43,1.8039807176720344,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.12,15.27,3.97,0.13,7.5,78.84,20.49,0.67
HOUSEHOLD_1_366_WI_2_validation,1894,0,-0.0,0.0,1.13,1.0,1.13,112999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",70.6,21.42,2.97,0.09,4.92,87.5,12.12,0.38
FOODS_2_312_TX_3_validation,1892,0,0.46,0.0,2.09,2.0,2.09,4.543379491750179,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",68.55,3.35,7.34,0.15,20.61,30.89,67.7,1.41
FOODS_3_064_CA_1_validation,1898,32,30.13,7.12,44.8,42.0,37.68,1.2505804014004642,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",85.92,5.13,3.27,0.27,5.41,59.19,37.71,3.1
HOUSEHOLD_1_397_CA_3_validation,1895,0,1.89,0.0,4.55,4.0,4.55,2.4073946698694715,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",77.14,3.38,9.96,0.19,9.32,24.95,73.61,1.43
FOODS_3_067_TX_3_validation,1905,0,0.0,0.0,1.42,2.0,1.42,141999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.17,11.19,2.85,0.1,6.68,79.12,20.14,0.74
FOODS_3_054_WI_2_validation,1910,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.5,14.48,1.94,0.13,2.95,87.49,11.7,0.82
HOUSEHOLD_2_077_WI_2_validation,1904,0,0.0,0.0,0.9,1.0,0.9,90000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.71,15.07,1.36,0.09,4.77,91.23,8.21,0.56
HOBBIES_2_079_TX_1_validation,1886,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.79,14.61,1.77,0.09,2.74,88.71,10.76,0.53
FOODS_2_049_TX_2_validation,1903,0,0.97,0.0,2.46,3.0,2.46,2.536056329316193,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",75.48,5.58,7.88,0.2,10.87,40.88,57.66,1.45
HOUSEHOLD_1_188_WI_3_validation,1908,1,0.49,0.0,2.07,2.0,2.07,4.224403583600334,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",84.57,0.99,5.92,0.16,8.36,14.06,83.73,2.21
FOODS_3_705_TX_2_validation,1908,3,0.0,0.0,1.92,2.0,1.92,191999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.01,13.79,2.64,0.12,5.45,83.33,15.96,0.71
HOBBIES_2_084_CA_3_validation,1890,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",77.49,16.7,1.25,0.08,4.47,92.6,6.96,0.44
HOUSEHOLD_1_058_WI_3_validation,1913,0,0.75,0.0,2.47,3.0,2.47,3.2932894228076965,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",59.8,6.13,9.85,0.14,24.07,38.02,61.12,0.86
FOODS_2_073_CA_1_validation,1907,0,0.0,0.0,1.46,2.0,1.46,145999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.72,11.69,2.53,0.12,3.94,81.52,17.64,0.83
HOBBIES_1_277_CA_4_validation,1891,0,0.12,0.0,2.17,2.0,2.17,18.08182651445713,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",67.76,15.7,3.67,0.1,12.76,80.64,18.85,0.51
HOUSEHOLD_1_268_CA_3_validation,1903,1,1.08,0.0,2.94,3.0,2.94,2.7221970166942895,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",82.33,4.11,6.13,0.15,7.29,39.56,59.01,1.43
HOUSEHOLD_1_491_WI_2_validation,1902,2,0.94,0.0,2.71,3.0,2.71,2.8829480537441095,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",65.6,12.85,9.36,0.21,11.98,57.3,41.74,0.96
FOODS_2_278_TX_1_validation,1905,1,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.38,14.78,2.45,0.1,5.29,85.28,14.12,0.6
HOUSEHOLD_2_323_WI_1_validation,1912,0,0.0,0.0,1.25,1.0,1.25,124999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.79,12.55,2.62,0.1,6.94,82.18,17.15,0.67
FOODS_3_562_CA_1_validation,1891,5,3.01,0.04,6.13,6.0,6.09,2.023249092195707,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",73.11,5.06,8.71,0.2,12.93,36.22,62.35,1.43
HOUSEHOLD_2_321_CA_3_validation,1899,0,0.95,0.0,2.88,3.0,2.88,3.031547036346986,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",62.36,6.09,7.11,0.17,24.27,45.57,53.17,1.25
FOODS_3_071_CA_1_validation,1893,3,3.47,0.79,7.81,7.0,7.02,2.023048924931052,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",86.88,4.78,5.39,0.17,2.79,46.25,52.13,1.62
FOODS_2_154_WI_3_validation,1909,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.4,14.49,1.97,0.08,3.06,87.59,11.9,0.51
HOUSEHOLD_2_384_WI_2_validation,1889,4,1.1,0.0,3.26,3.0,3.26,2.9636094217325293,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",77.13,4.6,8.66,0.16,9.45,34.27,64.51,1.22
HOUSEHOLD_2_218_CA_1_validation,1912,0,0.0,0.0,0.85,1.0,0.85,84999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.11,12.04,2.66,0.1,7.09,81.34,17.96,0.7
FOODS_3_676_CA_3_validation,1900,0,2.48,0.1,6.17,6.0,6.07,2.447570775924291,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",83.33,4.95,8.14,0.12,3.46,37.46,61.62,0.92
FOODS_2_272_TX_2_validation,1895,6,1.0,0.0,4.23,4.0,4.23,4.229957700422996,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",56.01,21.33,8.39,0.23,14.04,71.22,28.02,0.75
FOODS_3_703_CA_4_validation,1895,1,1.43,0.0,4.33,4.0,4.33,3.0279508534905353,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",70.44,6.18,10.57,0.24,12.57,36.39,62.22,1.39
FOODS_3_632_CA_4_validation,1908,1,0.92,0.0,2.36,3.0,2.36,2.5651895088096865,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",80.84,3.53,6.25,0.18,9.21,35.44,62.79,1.77
HOUSEHOLD_2_410_WI_1_validation,1891,3,1.38,0.0,3.73,4.0,3.73,2.702878964645184,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",69.51,6.03,9.72,0.16,14.58,37.9,61.1,0.99
HOUSEHOLD_1_189_WI_3_validation,1888,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.29,14.49,1.94,0.08,3.18,87.72,11.77,0.51
HOUSEHOLD_1_340_CA_3_validation,1904,0,0.04,0.0,1.1,1.0,1.1,27.49312671832042,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",80.94,12.21,1.15,0.09,5.61,90.77,8.52,0.7
HOBBIES_2_122_CA_3_validation,1907,0,0.0,0.0,0.96,1.0,0.96,95999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.07,13.72,2.02,0.1,5.1,86.66,12.74,0.6
FOODS_1_117_CA_3_validation,1886,4,0.93,0.0,3.24,3.0,3.24,3.48383350716659,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",66.36,20.76,6.87,0.26,5.75,74.44,24.64,0.92
FOODS_3_260_WI_2_validation,1891,0,0.0,0.0,0.05,1.0,0.05,5000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.92,13.35,2.76,0.08,4.88,82.45,17.04,0.51
HOUSEHOLD_2_477_CA_3_validation,1887,1,0.7,0.0,2.2,2.0,2.2,3.14281224553935,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",69.44,17.08,2.73,1.09,9.67,81.73,13.06,5.21
FOODS_3_194_CA_1_validation,1907,3,1.95,0.01,4.43,4.0,4.42,2.2666550427946524,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",76.85,11.66,7.03,0.23,4.23,61.62,37.16,1.22
HOUSEHOLD_1_482_WI_2_validation,1911,1,0.0,0.0,1.96,2.0,1.96,195999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",64.86,18.62,2.83,0.12,13.57,86.32,13.1,0.57
FOODS_3_145_TX_3_validation,1891,1,0.0,0.0,0.96,1.0,0.96,95999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.42,15.29,2.67,0.1,5.52,84.68,14.76,0.56
HOUSEHOLD_2_365_CA_3_validation,1895,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.4,14.08,2.65,0.11,4.77,83.62,15.72,0.67
FOODS_2_154_CA_3_validation,1896,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.27,14.42,2.22,0.13,2.96,85.95,13.25,0.79
FOODS_1_172_TX_2_validation,1902,1,2.01,0.0,4.98,5.0,4.98,2.4775996139322696,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",81.05,4.32,8.1,0.18,6.36,34.29,64.3,1.41
HOBBIES_1_343_TX_2_validation,1905,1,0.03,0.0,1.96,2.0,1.96,65.31156281239588,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.49,12.76,3.38,0.11,9.26,78.53,20.79,0.68
FOODS_3_689_CA_2_validation,1895,2,2.1,1.01,5.0,5.0,3.99,1.899990952424036,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",72.18,9.24,8.46,0.17,9.95,51.68,47.35,0.96
FOODS_3_301_TX_1_validation,1900,0,0.0,0.0,1.01,1.0,1.01,100999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.44,13.11,2.19,0.11,3.15,85.1,14.19,0.71
FOODS_3_412_CA_1_validation,1901,4,2.76,0.0,10.74,9.0,10.74,3.8912902489483736,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",74.45,10.83,5.53,2.06,7.14,58.78,30.02,11.2
FOODS_1_195_CA_2_validation,1908,0,0.95,0.0,2.82,3.0,2.82,2.9683898064230902,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",81.47,2.09,7.04,0.17,9.23,22.46,75.76,1.79
FOODS_3_641_TX_3_validation,1908,0,0.0,0.0,1.09,1.0,1.09,109000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.92,12.98,2.27,0.11,4.71,84.49,14.78,0.73
HOUSEHOLD_2_183_CA_1_validation,1903,0,0.0,0.0,0.95,1.0,0.95,94999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.52,12.46,2.33,0.1,4.59,83.7,15.63,0.66
FOODS_3_147_CA_4_validation,1912,1,1.3,0.0,3.49,3.0,3.49,2.6845947338866623,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",71.99,6.98,6.64,0.17,14.23,50.63,48.15,1.22
FOODS_1_087_TX_3_validation,1902,2,3.4,0.65,7.33,7.0,6.68,1.964700103823224,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",83.58,5.18,5.6,0.17,5.48,47.32,51.16,1.52
HOUSEHOLD_2_417_CA_4_validation,1895,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.06,15.87,2.24,0.11,3.72,87.12,12.3,0.58
FOODS_3_121_CA_2_validation,1898,5,4.05,0.08,8.75,8.0,8.67,2.1407354549741857,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",81.84,2.42,6.11,0.18,9.46,27.78,70.13,2.09
FOODS_3_425_CA_3_validation,1900,1,0.0,0.0,1.74,2.0,1.74,173999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",74.12,16.45,2.73,0.12,6.58,85.22,14.16,0.62
HOUSEHOLD_1_211_CA_3_validation,1891,3,0.99,0.0,2.74,3.0,2.74,2.767648811628166,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",67.0,3.74,6.54,0.13,22.58,35.95,62.76,1.29
FOODS_3_381_WI_3_validation,1899,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",79.26,13.47,2.68,0.08,4.5,82.97,16.52,0.51
HOUSEHOLD_1_043_CA_1_validation,1898,4,1.14,0.0,3.85,4.0,3.85,3.377163358216156,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",58.97,14.24,8.63,0.19,17.97,61.78,37.41,0.81
HOBBIES_1_211_CA_4_validation,1888,4,2.16,0.1,6.26,6.0,6.16,2.8518386488951437,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",80.22,6.06,6.04,0.18,7.5,49.35,49.17,1.47
FOODS_2_065_WI_2_validation,1911,6,4.07,0.33,11.16,10.0,10.83,2.660927123029182,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",86.34,5.07,3.35,0.09,5.16,59.59,39.36,1.05
HOBBIES_1_232_TX_2_validation,1899,1,0.93,0.0,2.86,3.0,2.86,3.075235750153224,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",41.54,21.1,8.89,1.13,27.34,67.8,28.58,3.62
HOUSEHOLD_2_384_CA_1_validation,1912,1,0.0,0.0,1.6,2.0,1.6,160000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.67,10.44,2.83,0.1,8.97,78.09,21.19,0.72
FOODS_2_324_TX_2_validation,1902,0,0.0,0.0,1.23,1.0,1.23,122999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.95,15.16,2.03,0.08,2.77,87.76,11.76,0.49
FOODS_3_778_WI_1_validation,1912,0,0.0,0.0,1.05,1.0,1.05,105000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.38,14.64,2.45,0.1,5.43,85.13,14.27,0.59
FOODS_3_011_TX_3_validation,1902,0,0.0,0.0,1.54,2.0,1.54,154000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.29,13.37,2.37,0.11,4.86,84.36,14.93,0.71
FOODS_3_022_WI_1_validation,1888,0,0.0,0.0,0.22,1.0,0.22,22000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.7,16.07,1.87,0.1,3.26,89.06,10.36,0.58
HOBBIES_2_101_TX_1_validation,1899,0,0.0,0.0,0.36,1.0,0.36,35999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.3,15.68,2.58,1.02,6.42,81.33,13.38,5.29
FOODS_2_380_WI_3_validation,1900,6,5.12,0.92,10.32,10.0,9.4,1.835933914191574,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",88.84,1.66,5.69,0.12,3.69,22.23,76.14,1.63
HOUSEHOLD_2_040_TX_1_validation,1892,1,0.0,0.0,1.68,2.0,1.68,167999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.84,12.07,2.59,0.11,5.39,81.74,17.54,0.73
FOODS_3_449_TX_3_validation,1887,3,2.7,0.0,6.32,6.0,6.32,2.3407320713626985,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",77.95,7.56,3.97,0.22,10.3,64.35,33.78,1.87
HOUSEHOLD_1_464_WI_3_validation,1896,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.38,12.92,2.36,0.1,4.24,84.02,15.35,0.63
HOUSEHOLD_1_172_CA_2_validation,1889,1,0.0,0.0,1.56,2.0,1.56,156000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.29,13.51,2.29,0.1,4.81,84.99,14.38,0.63
HOBBIES_1_258_TX_2_validation,1894,0,0.0,0.0,1.78,2.0,1.78,178000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.68,12.42,3.18,0.12,6.6,79.02,20.24,0.74
HOUSEHOLD_1_267_TX_2_validation,1887,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.53,14.53,1.89,0.08,2.97,88.05,11.44,0.51
FOODS_3_191_CA_1_validation,1899,1,0.17,0.0,2.94,3.0,2.94,17.293100405858475,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",65.83,15.6,4.66,0.12,13.8,76.56,22.87,0.57
HOBBIES_1_395_CA_3_validation,1895,2,0.0,0.0,1.03,1.0,1.03,103000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.84,12.67,2.42,0.11,4.96,83.36,15.93,0.71
FOODS_3_179_TX_1_validation,1898,0,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.98,12.3,2.93,0.1,6.69,80.21,19.13,0.66
FOODS_2_025_WI_2_validation,1908,1,0.46,0.0,2.03,2.0,2.03,4.412947544618595,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",78.18,3.22,6.09,0.14,12.37,34.08,64.42,1.5
HOUSEHOLD_1_207_CA_3_validation,1894,1,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.49,12.55,2.6,0.11,4.25,82.24,17.04,0.72
HOUSEHOLD_1_276_CA_4_validation,1899,0,0.0,0.0,0.31,1.0,0.31,30999.999999999996,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.36,15.33,2.54,0.1,5.67,85.31,14.12,0.56
HOUSEHOLD_2_123_WI_1_validation,1912,4,0.66,0.0,2.68,3.0,2.68,4.060544537203982,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",76.01,3.76,4.98,0.1,15.15,42.53,56.32,1.15
FOODS_3_073_TX_1_validation,1910,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",78.76,13.97,1.84,0.13,5.3,87.65,11.55,0.81
HOBBIES_1_081_CA_3_validation,1910,0,0.0,0.0,1.68,2.0,1.68,167999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",84.68,6.29,2.74,0.11,6.18,68.83,29.96,1.2
HOUSEHOLD_2_099_TX_1_validation,1906,0,0.0,0.0,0.96,1.0,0.96,95999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.54,13.92,2.59,0.1,6.83,83.76,15.61,0.63
FOODS_3_424_CA_2_validation,1892,2,0.24,0.0,2.12,2.0,2.12,8.832965293112787,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",77.59,4.89,4.42,0.13,12.97,51.82,46.81,1.36
FOODS_3_232_TX_3_validation,1899,2,0.93,0.0,3.75,4.0,3.75,4.0322147073687375,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",54.59,21.39,7.11,0.18,16.73,74.59,24.78,0.63
FOODS_2_038_CA_1_validation,1893,1,0.09,0.0,2.11,2.0,2.11,23.441839795578268,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",73.77,6.62,6.52,0.14,12.95,49.85,49.07,1.08
FOODS_3_306_CA_2_validation,1892,3,2.3,0.0,5.38,5.0,5.38,2.3391202646945013,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",67.46,1.56,12.63,0.25,18.1,10.81,87.45,1.73
HOBBIES_1_325_TX_2_validation,1889,0,0.0,0.0,0.88,1.0,0.88,88000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.14,16.51,1.84,0.07,4.44,89.63,10.01,0.36
FOODS_1_132_CA_2_validation,1887,0,0.03,0.0,2.06,2.0,2.06,68.64378540486506,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",57.82,22.77,5.49,0.15,13.77,80.14,19.33,0.53
HOUSEHOLD_1_317_CA_2_validation,1899,5,0.86,0.0,3.0,3.0,3.0,3.488331531028709,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",42.15,23.27,9.15,0.16,25.26,71.41,28.09,0.5
HOUSEHOLD_2_472_WI_3_validation,1894,0,0.0,0.0,1.42,2.0,1.42,141999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.4,14.21,2.53,0.11,4.76,84.36,15.0,0.64
HOBBIES_2_085_WI_3_validation,1893,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.13,13.05,2.35,0.09,4.38,84.22,15.17,0.61
HOBBIES_1_113_CA_3_validation,1892,0,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.78,15.17,2.78,0.09,6.17,84.07,15.42,0.51
HOBBIES_2_002_CA_4_validation,1897,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",77.38,16.72,1.27,0.06,4.58,92.67,7.02,0.31
FOODS_2_227_TX_2_validation,1899,0,0.33,0.0,2.13,2.0,2.13,6.454349868185812,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",59.6,16.98,6.21,0.12,17.09,72.83,26.64,0.53
HOBBIES_1_202_CA_4_validation,1906,0,0.0,0.0,0.57,1.0,0.57,56999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.01,15.72,2.45,0.1,7.72,86.06,13.41,0.53
FOODS_3_101_CA_1_validation,1901,1,1.42,0.0,5.11,5.0,5.11,3.5985662072802307,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",73.17,2.44,11.35,0.23,12.81,17.39,80.98,1.63
FOODS_2_393_CA_3_validation,1909,0,0.96,0.0,2.75,3.0,2.75,2.8645534942344355,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",78.83,7.61,5.33,0.19,8.03,57.95,40.58,1.47
HOUSEHOLD_2_453_WI_3_validation,1896,0,0.0,0.0,1.13,1.0,1.13,112999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.52,12.83,2.89,0.1,5.65,81.06,18.28,0.66
HOUSEHOLD_2_127_CA_1_validation,1910,0,0.0,0.0,1.33,1.0,1.33,133000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.01,14.17,2.01,0.1,4.71,87.03,12.34,0.63
